DRUG_NAME,ACCESSION,TARGET_NAME,ACT_VALUE,ACT_TYPE,SMILES
sunitinib,Q96GD4,AURKB,6.42,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
sunitinib,Q9BZL6,PRKD2,6.42,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
tenofovir,Q9WKE8,reverse transcriptas,6.42,IC50,C[C@H](CN1C=NC2=C(N)N=CN=C12)OCP(O)(O)=O
toloxatone,P21396,Maoa,6.42,Ki,CC1=CC=CC(=C1)N1CC(CO)OC1=O
toloxatone,P21398,MAOA,6.42,Ki,CC1=CC=CC(=C1)N1CC(CO)OC1=O
valdecoxib,Q5U9J1,ca1,6.42,Ki,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
zolpidem,P18508|P20236|P63138,Gabrg2|Gabra3|Gabrb2,6.42,Ki,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
gabexate,P05981,HPN,6.42,IC50,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1
ruboxistaurin,P10721,KIT,6.42,Kd,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21
pazopanib,P00519,ABL1,6.42,Kd,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=NC(NC2=CC(=C(C)C=C2)S(N)(=O)=O)=NC=C1
crizotinib,Q15569,TESK1,6.42,Kd,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
axitinib,P11362,FGFR1,6.42,Kd,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
dapagliflozin,Q8WWX8,SLC5A11,6.42,IC50,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
bosutinib,P07333,CSF1R,6.42,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,Q9Y6E0,STK24,6.42,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,Q6XUX3,DSTYK,6.42,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
nintedanib,Q9NRM7,LATS2,6.42,Kd,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2
nintedanib,P51451,BLK,6.42,Kd,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2
nintedanib,Q8IYT8,ULK2,6.42,Kd,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2
midostaurin,P04629,NTRK1,6.42,Kd,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
midostaurin,O14976,GAK,6.42,Kd,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
fedratinib,Q9HBH9,MKNK2,6.42,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
econazole,P20309,CHRM3,6.421,Ki,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
amoxapine,P20309,CHRM3,6.423,Ki,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
dichlorphenamide,O24855,cynT,6.423,Ki,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O
pimozide,P18825,ADRA2C,6.424,Ki,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
tirilazad,P28335,HTR2C,6.425,Ki,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=NC(=NC(=C1)N1CCCC1)N1CCCC1
fenfluramine,P08913,ADRA2A,6.428,Ki,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
pipamazine,P70580,Pgrmc1,6.429,Ki,NC(=O)C1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1
cortisone acetate,P04278,SHBG,6.43,Kd,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
duloxetine,P23977,Slc6a3,6.43,IC50,CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1
olanzapine,P55789,GFER,6.43,AC50,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
pimozide,P35372,OPRM1,6.43,IC50,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
pioglitazone,Q9NZ45,CISD1,6.43,Ki,CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1
sulbactam,D1MIX9,blaGES-13,6.43,IC50,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
sulindac,P15121,AKR1B1,6.43,IC50,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
sultiame,P00915,CA1,6.43,Ki,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
sunitinib,O15075,DCLK1,6.43,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
sunitinib,Q13546,RIPK1,6.43,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
thalidomide,P05979,PTGS1,6.43,IC50,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=CC=C2
topiramate,Q3I4V7,CAN2,6.43,Ki,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
tretinoin,P40220,CRABP1,6.43,IC50,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
tyramine,H9TVJ1,,6.43,EC50,NCCC1=CC=C(O)C=C1
ruboxistaurin,O00444,PLK4,6.43,Kd,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21
pazopanib,P62344,CPK1,6.43,Kd,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=NC(NC2=CC(=C(C)C=C2)S(N)(=O)=O)=NC=C1
rimonabant,P47936,Cnr2,6.43,Ki,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1
linagliptin,P97321,Fap,6.43,IC50,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
crizotinib,Q8N568,DCLK2,6.43,Kd,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
axitinib,O75716,STK16,6.43,Kd,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
lacosamide,P07451,CA3,6.43,Ki,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
bosutinib,Q13188,STK3,6.43,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bedaquiline,Q12809,KCNH2,6.43,IC50,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
midostaurin,Q96L34,MARK4,6.43,Kd,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
neratinib,Q12852,MAP3K12,6.43,Kd,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C
tirabrutinib hydrochloride,P06239,LCK,6.43,IC50,CC#CC(=O)N1CC[C@H](C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N
tirabrutinib hydrochloride,P06239,LCK,6.43,IC50,CC#CC(=O)N1CC[C@H](C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N
sirolimus,O00337,SLC28A1,6.431,Ki,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O
diphenhydramine,P28223,HTR2A,6.432,Ki,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
nefazodone,P35367,HRH1,6.432,Ki,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
thalidomide,P23219,PTGS1,6.432,IC50,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=CC=C2
ximelagatran,P00734,F2,6.432,Ki,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(=N)NO
terconazole,P08913,ADRA2A,6.433,Ki,CC(C)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
disulfiram,P35462,DRD3,6.434,Ki,CCN(CC)C(=S)SSC(=S)N(CC)CC
acalabrutinib,P42681,TXK,6.434,IC50,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
buspirone,P35348,ADRA1A,6.435,Ki,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
clemastine,P25021,HRH2,6.439,Ki,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
diiodohydroxyquinoline,Q16539,MAPK14,6.439,IC50,OC1=C2N=CC=CC2=C(I)C=C1I
tamoxifen,P35462,DRD3,6.439,Ki,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
thioridazine,P47898,HTR5A,6.439,Ki,CSC1=CC=C2SC3=CC=CC=C3N(CCC3CCCCN3C)C2=C1
flibanserin,P35462,DRD3,6.439,Ki,FC(F)(F)C1=CC=CC(=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1
dexmedetomidine,G3HDX1,,6.44,EC50,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
galantamine,P04058,ache,6.44,IC50,COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24
gefitinib,Q9HBH9,MKNK2,6.44,Kd,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
ketanserin,P61169,Drd2,6.44,Ki,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1
ketoconazole,O35084,Cyp27b1,6.44,IC50,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
metergoline,P23975,SLC6A2,6.44,Ki,CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=CC=CC1=C23
nilotinib,Q59H18,TNNI3K,6.44,Kd,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F
penfluridol,P28223,HTR2A,6.44,Ki,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F
probenecid,Q16790,CA9,6.44,Ki,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
promethazine,P55789,GFER,6.44,AC50,CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
pyridostigmine,P22303,ACHE,6.44,IC50,CN(C)C(=O)OC1=C[N+](C)=CC=C1
sorafenib,P54756,EPHA5,6.44,Kd,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
sulfanilamide,B5SU02,CA,6.44,Ki,NC1=CC=C(C=C1)S(N)(=O)=O
sunitinib,P29597,TYK2,6.44,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
topiramate,C0IX24,CA2,6.44,Ki,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
venlafaxine,P23977,Slc6a3,6.44,Ki,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
ziprasidone,P28566,HTR1E,6.44,Ki,ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2
enoxolone,P50233,Hsd11b2,6.44,IC50,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O
ruboxistaurin,P17252,PRKCA,6.44,IC50,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21
triclocarban,Q9D379,Ephx1,6.44,IC50,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
velnacrine,P37136,Ache,6.44,IC50,NC1=C2C(O)CCCC2=NC2=CC=CC=C12
androstanolone,P08235,NR3C2,6.44,IC50,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
pazopanib,O75716,STK16,6.44,Kd,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=NC(NC2=CC(=C(C)C=C2)S(N)(=O)=O)=NC=C1
vandetanib,P06241,FYN,6.44,Kd,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
vandetanib,P08631,HCK,6.44,Kd,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
vandetanib,Q9BUB5,MKNK1,6.44,Kd,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
vemurafenib,P35968,KDR,6.44,IC50,CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F
crizotinib,P54764,EPHA4,6.44,Kd,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
ruxolitinib,Q15746,MYLK,6.44,Kd,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
ruxolitinib,Q16620,NTRK2,6.44,Kd,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
axitinib,O15197,EPHB6,6.44,Kd,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
lacosamide,P00915,CA1,6.44,Ki,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
afatinib,Q8NE63,HIPK4,6.44,Kd,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1
bosutinib,O75116,ROCK2,6.44,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,P16591,FER,6.44,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,Q9NWZ3,IRAK4,6.44,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
fedratinib,P22607,FGFR3,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
fedratinib,O14920,IKBKB,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
fedratinib,Q9UK32,RPS6KA6,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
fedratinib,Q13470,TNK1,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
fedratinib,Q14164,IKBKE,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
fedratinib,Q13163,MAP2K5,6.44,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
remimazolam,P18508|P62813|P63138,Gabrg2|Gabra1|Gabrb2,6.44,EC50,CC1=CN=C2N1C3=C(C=C(C=C3)Br)C(=N[C@H]2CCC(=O)OC)C4=CC=CC=N4
hexachlorophene,P0DMS8,ADORA3,6.442,Ki,OC1=C(Cl)C=C(Cl)C(Cl)=C1CC1=C(Cl)C(Cl)=CC(Cl)=C1O
thiothixene,P47898,HTR5A,6.442,Ki,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
risperidone,P08908,HTR1A,6.443,Ki,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
lofepramine,P35367,HRH1,6.444,Ki,CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1
nefazodone,P23975,SLC6A2,6.444,Kd,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
nefazodone,Q01959,SLC6A3,6.444,Kd,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
mepacrine,P11229,CHRM1,6.445,Ki,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12
oxiconazole,P0DMS8,ADORA3,6.445,Ki,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
fluphenazine,P08912,CHRM5,6.447,Ki,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
fluphenazine enanthate,P08912,CHRM5,6.447,Ki,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
epinephrine,P18825,ADRA2C,6.449,Ki,CNC[C@H](O)C1=CC=C(O)C(O)=C1
amoxapine,P43140,Adra1a,6.45,IC50,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
fentanyl,Q99720,SIGMAR1,6.45,IC50,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
fentanyl,Q99720,SIGMAR1,6.45,IC50,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
haloperidol,P34969,HTR7,6.45,Ki,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
penfluridol,P08908,HTR1A,6.45,Ki,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F
lacosamide,Q16790,CA9,6.45,Ki,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
promethazine,P18825,ADRA2C,6.452,Ki,CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
zafirlukast,Q16539,MAPK14,6.452,IC50,COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=C(C)C=CC=C1
clomifene,P08913,ADRA2A,6.455,Ki,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
flunarizine,P28335,HTR2C,6.455,Ki,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
citalopram,P35367,HRH1,6.456,Ki,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
mizolastine,Q12809,KCNH2,6.456,IC50,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1
lumacaftor,P13569,CFTR,6.456,EC50,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=CC(=C1)C(O)=O
dextromethorphan,Q99720,SIGMAR1,6.458,D2,COC1=CC2=C(C[C@H]3[C@H]4CCCC[C@@]24CCN3C)C=C1
acetylsalicylic acid,O62664,PTGS1,6.46,IC50,CC(=O)OC1=CC=CC=C1C(O)=O
carvedilol,Q12809,KCNH2,6.46,IC50,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=CC=C1
chlortalidone,P00915,CA1,6.46,Ki,NS(=O)(=O)C1=CC(=CC=C1Cl)C1(O)NC(=O)C2=CC=CC=C12
desipramine,P08909|P14842|P19327|P28564|P28565|P30940|P30994|P31388|P32305|P35364|P35365|P35563|Q62758|Q9JJ16,Htr2c|Htr2a|Htr1a|Htr1b|Htr1d|Htr1f|Htr2b|Htr6|Htr7|Htr5a|Htr5b|Htr3a|Htr4|Htr3b,6.46,IC50,CNCCCN1C2=CC=CC=C2CCC2=C1C=CC=C2
dichlorphenamide,Q9ULX7,CA14,6.46,Ki,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O
donepezil,Q9Y5N1,HRH3,6.46,IC50,COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2
imatinib,Q86VL8,SLC47A2,6.46,IC50,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
loratadine,P31390,Hrh1,6.46,Ki,CCOC(=O)N1CCC(CC1)=C1C2=CC=C(Cl)C=C2CCC2=C1N=CC=C2
mafenide,P40881,,6.46,Ki,NCC1=CC=C(C=C1)S(N)(=O)=O
mafenide,B2V8E3,,6.46,Ki,NCC1=CC=C(C=C1)S(N)(=O)=O
metoclopramide,P05164,MPO,6.46,IC50,CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1
miglitol,P10253,GAA,6.46,IC50,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
nateglinide,Q09428|Q14654,ABCC8|KCNJ11,6.46,Ki,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
phenyltoloxamine,P21728,DRD1,6.46,Ki,CN(C)CCOC1=C(CC2=CC=CC=C2)C=CC=C1
rivastigmine,Q9JKC1,Bche,6.46,IC50,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
sunitinib,Q14680,MELK,6.46,Kd,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
tretinoin,P28705,Rxrg,6.46,Kd,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
trichlormethiazide,P00915,CA1,6.46,Ki,NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl
ruboxistaurin,Q16512,PKN1,6.46,Kd,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21
rufinamide,P35218,CA5A,6.46,Ki,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
rufinamide,P35218,CA5A,6.46,Ki,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
axitinib,O95819,MAP4K4,6.46,Kd,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
bosutinib,Q9NSY1,BMP2K,6.46,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,Q99640,PKMYT1,6.46,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
bosutinib,Q9Y2H9,MAST1,6.46,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
nintedanib,P21802,FGFR2,6.46,Kd,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2
midostaurin,P33981,TTK,6.46,Kd,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
midostaurin,P49759,CLK1,6.46,Kd,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
